roll_number,name,branch,year
RO231776,Student_1776,MECH,E1
RO231777,Student_1777,MECH,E1
RO231778,Student_1778,MECH,E1
RO231779,Student_1779,MECH,E1
RO231780,Student_1780,MECH,E1
RO231781,Student_1781,MECH,E1
RO231782,Student_1782,MECH,E1
RO231783,Student_1783,MECH,E1
RO231784,Student_1784,MECH,E1
RO231785,Student_1785,MECH,E1
RO231786,Student_1786,MECH,E1
RO231787,Student_1787,MECH,E1
RO231788,Student_1788,MECH,E1
RO231789,Student_1789,MECH,E1
RO231790,Student_1790,MECH,E1
RO231791,Student_1791,MECH,E1
RO231792,Student_1792,MECH,E1
RO231793,Student_1793,MECH,E1
RO231794,Student_1794,MECH,E1
RO231795,Student_1795,MECH,E1
RO231796,Student_1796,MECH,E1
RO231797,Student_1797,MECH,E1
RO231798,Student_1798,MECH,E1
RO231799,Student_1799,MECH,E1
RO231800,Student_1800,MECH,E1
RO231801,Student_1801,MECH,E1
RO231802,Student_1802,MECH,E1
RO231803,Student_1803,MECH,E1
RO231804,Student_1804,MECH,E1
RO231805,Student_1805,MECH,E1
RO231806,Student_1806,MECH,E1
RO231807,Student_1807,MECH,E1
RO231808,Student_1808,MECH,E1
RO231809,Student_1809,MECH,E1
RO231810,Student_1810,MECH,E1
RO231811,Student_1811,MECH,E1
RO231812,Student_1812,MECH,E1
RO231813,Student_1813,MECH,E1
RO231814,Student_1814,MECH,E1
RO231815,Student_1815,MECH,E1
RO231816,Student_1816,MECH,E1
RO231817,Student_1817,MECH,E1
RO231818,Student_1818,MECH,E1
RO231819,Student_1819,MECH,E1
RO231820,Student_1820,MECH,E1
RO231821,Student_1821,MECH,E1
RO231822,Student_1822,MECH,E1
RO231823,Student_1823,MECH,E1
RO231824,Student_1824,MECH,E1
RO231825,Student_1825,MECH,E1
RO231826,Student_1826,MECH,E1
RO231827,Student_1827,MECH,E1
RO231828,Student_1828,MECH,E1
RO231829,Student_1829,MECH,E1
RO231830,Student_1830,MECH,E1
RO231831,Student_1831,MECH,E1
RO231832,Student_1832,MECH,E1
RO231833,Student_1833,MECH,E1
RO231834,Student_1834,MECH,E1
RO231835,Student_1835,MECH,E1
RO231836,Student_1836,MECH,E1
RO231837,Student_1837,MECH,E1
RO231838,Student_1838,MECH,E1
RO231839,Student_1839,MECH,E1
RO231840,Student_1840,MECH,E1
RO231841,Student_1841,MECH,E1
RO231842,Student_1842,MECH,E1
RO231843,Student_1843,MECH,E1
RO231844,Student_1844,MECH,E1
RO231845,Student_1845,MECH,E1
RO231846,Student_1846,MECH,E1
RO231847,Student_1847,MECH,E1
RO231848,Student_1848,MECH,E1
RO231849,Student_1849,MECH,E1
RO231850,Student_1850,MECH,E1
RO231851,Student_1851,MECH,E1
RO231852,Student_1852,MECH,E1
RO231853,Student_1853,MECH,E1
RO231854,Student_1854,MECH,E1
RO231855,Student_1855,MECH,E1
RO231856,Student_1856,MECH,E1
RO231857,Student_1857,MECH,E1
RO231858,Student_1858,MECH,E1
RO231859,Student_1859,MECH,E1
RO231860,Student_1860,CIVIL,E1
RO231861,Student_1861,CIVIL,E1
RO231862,Student_1862,CIVIL,E1
RO231863,Student_1863,CIVIL,E1
RO231864,Student_1864,CIVIL,E1
RO231865,Student_1865,CIVIL,E1
RO231866,Student_1866,CIVIL,E1
RO231867,Student_1867,CIVIL,E1
RO231868,Student_1868,CIVIL,E1
RO231869,Student_1869,CIVIL,E1
RO231870,Student_1870,CIVIL,E1
RO231871,Student_1871,CIVIL,E1
RO231872,Student_1872,CIVIL,E1
RO231873,Student_1873,CIVIL,E1
RO231874,Student_1874,CIVIL,E1
RO231875,Student_1875,CIVIL,E1
RO231876,Student_1876,CIVIL,E1
RO231877,Student_1877,CIVIL,E1
RO231878,Student_1878,CIVIL,E1
RO231879,Student_1879,CIVIL,E1
RO231880,Student_1880,CIVIL,E1
RO231881,Student_1881,CIVIL,E1
RO231882,Student_1882,CIVIL,E1
RO231883,Student_1883,CIVIL,E1
RO231884,Student_1884,CIVIL,E1
RO231885,Student_1885,CIVIL,E1
RO231886,Student_1886,CIVIL,E1
RO231887,Student_1887,CIVIL,E1
RO231888,Student_1888,CIVIL,E1
RO231889,Student_1889,CIVIL,E1
RO231890,Student_1890,CIVIL,E1
RO231891,Student_1891,CIVIL,E1
RO231892,Student_1892,CIVIL,E1
RO231893,Student_1893,CIVIL,E1
RO231894,Student_1894,CIVIL,E1
RO231895,Student_1895,CIVIL,E1
RO231896,Student_1896,CIVIL,E1
RO231897,Student_1897,CIVIL,E1
RO231898,Student_1898,CIVIL,E1
RO231899,Student_1899,CIVIL,E1
RO231900,Student_1900,CIVIL,E1
RO231901,Student_1901,CIVIL,E1
RO231902,Student_1902,CIVIL,E1
RO231903,Student_1903,CIVIL,E1
RO231904,Student_1904,CIVIL,E1
RO231905,Student_1905,CIVIL,E1
RO231906,Student_1906,CIVIL,E1
RO231907,Student_1907,CIVIL,E1
RO231908,Student_1908,CIVIL,E1
RO231909,Student_1909,CIVIL,E1
RO231910,Student_1910,CIVIL,E1
RO231911,Student_1911,CIVIL,E1
RO231912,Student_1912,CIVIL,E1
RO231913,Student_1913,CIVIL,E1
RO231914,Student_1914,CIVIL,E1
RO231915,Student_1915,CIVIL,E1
RO231916,Student_1916,CIVIL,E1
RO231917,Student_1917,CIVIL,E1
RO231918,Student_1918,CIVIL,E1
RO231919,Student_1919,CIVIL,E1
RO231920,Student_1920,CIVIL,E1
RO231921,Student_1921,CIVIL,E1
RO231922,Student_1922,CIVIL,E1
RO231923,Student_1923,CIVIL,E1
RO231924,Student_1924,CIVIL,E1
RO231925,Student_1925,CIVIL,E1
RO231926,Student_1926,CIVIL,E1
RO231927,Student_1927,CIVIL,E1
RO231928,Student_1928,CIVIL,E1
RO231929,Student_1929,CIVIL,E1
RO231930,Student_1930,CIVIL,E1
RO231931,Student_1931,CIVIL,E1
RO231932,Student_1932,CIVIL,E1
RO231933,Student_1933,CIVIL,E1
RO231934,Student_1934,CIVIL,E1
RO231935,Student_1935,CIVIL,E1
RO231936,Student_1936,CIVIL,E1
RO231937,Student_1937,CIVIL,E1
RO231938,Student_1938,CIVIL,E1
RO231939,Student_1939,CIVIL,E1
RO231940,Student_1940,CIVIL,E1
RO231941,Student_1941,CIVIL,E1
RO231942,Student_1942,CIVIL,E1
RO231943,Student_1943,CIVIL,E1
RO231944,Student_1944,CIVIL,E1
RO231945,Student_1945,CIVIL,E1
RO231946,Student_1946,CIVIL,E1
RO231947,Student_1947,CIVIL,E1
RO231948,Student_1948,CIVIL,E1
RO231949,Student_1949,CIVIL,E1
RO231950,Student_1950,CIVIL,E1
RO231951,Student_1951,CIVIL,E1
RO231952,Student_1952,CIVIL,E1
RO231953,Student_1953,CIVIL,E1
RO231954,Student_1954,CIVIL,E1
RO231955,Student_1955,CIVIL,E1
RO231956,Student_1956,CIVIL,E1
RO231957,Student_1957,CIVIL,E1
RO231958,Student_1958,CIVIL,E1
RO231959,Student_1959,CIVIL,E1
RO231960,Student_1960,CIVIL,E1
RO231961,Student_1961,CIVIL,E1
RO231962,Student_1962,CIVIL,E1
RO231963,Student_1963,CIVIL,E1
RO231964,Student_1964,CIVIL,E1
RO231965,Student_1965,CIVIL,E1
RO231966,Student_1966,CIVIL,E1
RO231967,Student_1967,CIVIL,E1
RO231968,Student_1968,CIVIL,E1
RO231969,Student_1969,CIVIL,E1
RO231970,Student_1970,CIVIL,E1
RO231971,Student_1971,CIVIL,E1
RO231972,Student_1972,CIVIL,E1
RO231973,Student_1973,CIVIL,E1
RO231974,Student_1974,CIVIL,E1
RO231975,Student_1975,CIVIL,E1
RO231976,Student_1976,CIVIL,E1
RO231977,Student_1977,CIVIL,E1
RO231978,Student_1978,CIVIL,E1
RO231979,Student_1979,CIVIL,E1
RO231980,Student_1980,CIVIL,E1
RO231981,Student_1981,CIVIL,E1
RO231982,Student_1982,CIVIL,E1
RO231983,Student_1983,CIVIL,E1
RO231984,Student_1984,CIVIL,E1
RO231985,Student_1985,CIVIL,E1
RO231986,Student_1986,CIVIL,E1
RO231987,Student_1987,CIVIL,E1
RO231988,Student_1988,CIVIL,E1
RO231989,Student_1989,CIVIL,E1
RO231990,Student_1990,CIVIL,E1
RO231991,Student_1991,CIVIL,E1
RO231992,Student_1992,CIVIL,E1
RO231993,Student_1993,CIVIL,E1
RO231994,Student_1994,CIVIL,E1
RO231995,Student_1995,CIVIL,E1
RO231996,Student_1996,CIVIL,E1
RO231997,Student_1997,CIVIL,E1
RO231998,Student_1998,CIVIL,E1
RO231999,Student_1999,CIVIL,E1
RO221000,Student_1000,CSE,E2
RO221001,Student_1001,CSE,E2
RO221002,Student_1002,CSE,E2
RO221003,Student_1003,CSE,E2
RO221004,Student_1004,CSE,E2
RO221005,Student_1005,CSE,E2
RO221006,Student_1006,CSE,E2
RO221007,Student_1007,CSE,E2
RO221008,Student_1008,CSE,E2
RO221009,Student_1009,CSE,E2
RO221010,Student_1010,CSE,E2
RO221011,Student_1011,CSE,E2
RO221012,Student_1012,CSE,E2
RO221013,Student_1013,CSE,E2
RO221014,Student_1014,CSE,E2
RO221015,Student_1015,CSE,E2
RO221016,Student_1016,CSE,E2
RO221017,Student_1017,CSE,E2
RO221018,Student_1018,CSE,E2
RO221019,Student_1019,CSE,E2
RO221020,Student_1020,CSE,E2
RO221021,Student_1021,CSE,E2
RO221022,Student_1022,CSE,E2
RO221023,Student_1023,CSE,E2
RO221024,Student_1024,CSE,E2
RO221025,Student_1025,CSE,E2
RO221026,Student_1026,CSE,E2
RO221027,Student_1027,CSE,E2
RO221028,Student_1028,CSE,E2
RO221029,Student_1029,CSE,E2
RO221030,Student_1030,CSE,E2
RO221031,Student_1031,CSE,E2
RO221032,Student_1032,CSE,E2
RO221033,Student_1033,CSE,E2
RO221034,Student_1034,CSE,E2
RO221035,Student_1035,CSE,E2
RO221036,Student_1036,CSE,E2
RO221037,Student_1037,CSE,E2
RO221038,Student_1038,CSE,E2
RO221039,Student_1039,CSE,E2
RO221040,Student_1040,CSE,E2
RO221041,Student_1041,CSE,E2
RO221042,Student_1042,CSE,E2
RO221043,Student_1043,CSE,E2
RO221044,Student_1044,CSE,E2
RO221045,Student_1045,CSE,E2
RO221046,Student_1046,CSE,E2
RO221047,Student_1047,CSE,E2
RO221048,Student_1048,CSE,E2
RO221049,Student_1049,CSE,E2
RO221050,Student_1050,CSE,E2
RO221051,Student_1051,CSE,E2
RO221052,Student_1052,CSE,E2
RO221053,Student_1053,CSE,E2
RO221054,Student_1054,CSE,E2
RO221055,Student_1055,CSE,E2
RO221056,Student_1056,CSE,E2
RO221057,Student_1057,CSE,E2
RO221058,Student_1058,CSE,E2
RO221059,Student_1059,CSE,E2
RO221060,Student_1060,CSE,E2
RO221061,Student_1061,CSE,E2
RO221062,Student_1062,CSE,E2
RO221063,Student_1063,CSE,E2
RO221064,Student_1064,CSE,E2
RO221065,Student_1065,CSE,E2
RO221066,Student_1066,CSE,E2
RO221067,Student_1067,CSE,E2
RO221068,Student_1068,CSE,E2
RO221069,Student_1069,CSE,E2
RO221070,Student_1070,CSE,E2
RO221071,Student_1071,CSE,E2
RO221072,Student_1072,CSE,E2
RO221073,Student_1073,CSE,E2
RO221074,Student_1074,CSE,E2
RO221075,Student_1075,CSE,E2
RO221076,Student_1076,CSE,E2
RO221077,Student_1077,CSE,E2
RO221078,Student_1078,CSE,E2
RO221079,Student_1079,CSE,E2
RO221080,Student_1080,CSE,E2
RO221081,Student_1081,CSE,E2
RO221082,Student_1082,CSE,E2
RO221083,Student_1083,CSE,E2
RO221084,Student_1084,CSE,E2
RO221085,Student_1085,CSE,E2
RO221086,Student_1086,CSE,E2
RO221087,Student_1087,CSE,E2
RO221088,Student_1088,CSE,E2
RO221089,Student_1089,CSE,E2
RO221090,Student_1090,CSE,E2
RO221091,Student_1091,CSE,E2
RO221092,Student_1092,CSE,E2
RO221093,Student_1093,CSE,E2
RO221094,Student_1094,CSE,E2
RO221095,Student_1095,CSE,E2
RO221096,Student_1096,CSE,E2
RO221097,Student_1097,CSE,E2
RO221098,Student_1098,CSE,E2
RO221099,Student_1099,CSE,E2
RO221100,Student_1100,CSE,E2
RO221101,Student_1101,CSE,E2
RO221102,Student_1102,CSE,E2
RO221103,Student_1103,CSE,E2
RO221104,Student_1104,CSE,E2
RO221105,Student_1105,CSE,E2
RO221106,Student_1106,CSE,E2
RO221107,Student_1107,CSE,E2
RO221108,Student_1108,CSE,E2
RO221109,Student_1109,CSE,E2
RO221110,Student_1110,CSE,E2
RO221111,Student_1111,CSE,E2
RO221112,Student_1112,CSE,E2
RO221113,Student_1113,CSE,E2
RO221114,Student_1114,CSE,E2
RO221115,Student_1115,CSE,E2
RO221116,Student_1116,CSE,E2
RO221117,Student_1117,CSE,E2
RO221118,Student_1118,CSE,E2
RO221119,Student_1119,CSE,E2
RO221120,Student_1120,CSE,E2
RO221121,Student_1121,CSE,E2
RO221122,Student_1122,CSE,E2
RO221123,Student_1123,CSE,E2
RO221124,Student_1124,CSE,E2
RO221125,Student_1125,CSE,E2
RO221126,Student_1126,CSE,E2
RO221127,Student_1127,CSE,E2
RO221128,Student_1128,CSE,E2
RO221129,Student_1129,CSE,E2
RO221130,Student_1130,CSE,E2
RO221131,Student_1131,CSE,E2
RO221132,Student_1132,CSE,E2
RO221133,Student_1133,CSE,E2
RO221134,Student_1134,CSE,E2
RO221135,Student_1135,CSE,E2
RO221136,Student_1136,CSE,E2
RO221137,Student_1137,CSE,E2
RO221138,Student_1138,CSE,E2
RO221139,Student_1139,CSE,E2
RO221140,Student_1140,CSE,E2
RO221141,Student_1141,CSE,E2
RO221142,Student_1142,CSE,E2
RO221143,Student_1143,CSE,E2
RO221144,Student_1144,CSE,E2
RO221145,Student_1145,CSE,E2
RO221146,Student_1146,CSE,E2
RO221147,Student_1147,CSE,E2
RO221148,Student_1148,CSE,E2
RO221149,Student_1149,CSE,E2
RO221150,Student_1150,CSE,E2
RO221151,Student_1151,CSE,E2
RO221152,Student_1152,CSE,E2
RO221153,Student_1153,CSE,E2
RO221154,Student_1154,CSE,E2
RO221155,Student_1155,CSE,E2
RO221156,Student_1156,CSE,E2
RO221157,Student_1157,CSE,E2
RO221158,Student_1158,CSE,E2
RO221159,Student_1159,CSE,E2
RO221160,Student_1160,CSE,E2
RO221161,Student_1161,CSE,E2
RO221162,Student_1162,CSE,E2
RO221163,Student_1163,CSE,E2
RO221164,Student_1164,CSE,E2
RO221165,Student_1165,CSE,E2
RO221166,Student_1166,CSE,E2
RO221167,Student_1167,CSE,E2
RO221168,Student_1168,CSE,E2
RO221169,Student_1169,CSE,E2
RO221170,Student_1170,CSE,E2
RO221171,Student_1171,CSE,E2
RO221172,Student_1172,CSE,E2
RO221173,Student_1173,CSE,E2
RO221174,Student_1174,CSE,E2
RO221175,Student_1175,CSE,E2
RO221176,Student_1176,CSE,E2
RO221177,Student_1177,CSE,E2
RO221178,Student_1178,CSE,E2
RO221179,Student_1179,CSE,E2
RO221180,Student_1180,CSE,E2
RO221181,Student_1181,CSE,E2
RO221182,Student_1182,CSE,E2
RO221183,Student_1183,CSE,E2
RO221184,Student_1184,CSE,E2
RO221185,Student_1185,CSE,E2
RO221186,Student_1186,CSE,E2
RO221187,Student_1187,CSE,E2
RO221188,Student_1188,CSE,E2
RO221189,Student_1189,CSE,E2
RO221190,Student_1190,CSE,E2
RO221191,Student_1191,CSE,E2
RO221192,Student_1192,CSE,E2
RO221193,Student_1193,CSE,E2
RO221194,Student_1194,CSE,E2
RO221195,Student_1195,CSE,E2
RO221196,Student_1196,CSE,E2
RO221197,Student_1197,CSE,E2
RO221198,Student_1198,CSE,E2
RO221199,Student_1199,CSE,E2
RO221200,Student_1200,CSE,E2
RO221201,Student_1201,CSE,E2
RO221202,Student_1202,CSE,E2
RO221203,Student_1203,CSE,E2
RO221204,Student_1204,CSE,E2
RO221205,Student_1205,CSE,E2
RO221206,Student_1206,CSE,E2
RO221207,Student_1207,CSE,E2
RO221208,Student_1208,CSE,E2
RO221209,Student_1209,CSE,E2
RO221210,Student_1210,CSE,E2
RO221211,Student_1211,CSE,E2
RO221212,Student_1212,CSE,E2
RO221213,Student_1213,CSE,E2
RO221214,Student_1214,CSE,E2
RO221215,Student_1215,CSE,E2
RO221216,Student_1216,CSE,E2
RO221217,Student_1217,CSE,E2
RO221218,Student_1218,CSE,E2
RO221219,Student_1219,CSE,E2
RO221220,Student_1220,CSE,E2
RO221221,Student_1221,CSE,E2
RO221222,Student_1222,CSE,E2
RO221223,Student_1223,CSE,E2
RO221224,Student_1224,CSE,E2
RO221225,Student_1225,CSE,E2
RO221226,Student_1226,CSE,E2
RO221227,Student_1227,CSE,E2
RO221228,Student_1228,CSE,E2
RO221229,Student_1229,CSE,E2
RO221230,Student_1230,CSE,E2
RO221231,Student_1231,CSE,E2
RO221232,Student_1232,CSE,E2
RO221233,Student_1233,CSE,E2
RO221234,Student_1234,CSE,E2
RO221235,Student_1235,CSE,E2
RO221236,Student_1236,CSE,E2
RO221237,Student_1237,CSE,E2
RO221238,Student_1238,CSE,E2
RO221239,Student_1239,CSE,E2
RO221240,Student_1240,CSE,E2
RO221241,Student_1241,CSE,E2
RO221242,Student_1242,CSE,E2
RO221243,Student_1243,CSE,E2
RO221244,Student_1244,CSE,E2
RO221245,Student_1245,CSE,E2
RO221246,Student_1246,CSE,E2
RO221247,Student_1247,CSE,E2
RO221248,Student_1248,CSE,E2
RO221249,Student_1249,CSE,E2
RO221250,Student_1250,CSE,E2
RO221251,Student_1251,CSE,E2
RO221252,Student_1252,CSE,E2
RO221253,Student_1253,CSE,E2
RO221254,Student_1254,CSE,E2
RO221255,Student_1255,CSE,E2
RO221256,Student_1256,CSE,E2
RO221257,Student_1257,CSE,E2
RO221258,Student_1258,CSE,E2
RO221259,Student_1259,CSE,E2
RO221260,Student_1260,CSE,E2
RO221261,Student_1261,CSE,E2
RO221262,Student_1262,CSE,E2
RO221263,Student_1263,CSE,E2
RO221264,Student_1264,CSE,E2
RO221265,Student_1265,CSE,E2
RO221266,Student_1266,CSE,E2
RO221267,Student_1267,CSE,E2
RO221268,Student_1268,CSE,E2
RO221269,Student_1269,CSE,E2
RO221270,Student_1270,CSE,E2
RO221271,Student_1271,CSE,E2
RO221272,Student_1272,CSE,E2
RO221273,Student_1273,CSE,E2
RO221274,Student_1274,CSE,E2
RO221275,Student_1275,CSE,E2
RO221276,Student_1276,CSE,E2
RO221277,Student_1277,CSE,E2
RO221278,Student_1278,CSE,E2
RO221279,Student_1279,CSE,E2
RO221280,Student_1280,CSE,E2
RO221281,Student_1281,CSE,E2
RO221282,Student_1282,CSE,E2
RO221283,Student_1283,CSE,E2
RO221284,Student_1284,CSE,E2
RO221285,Student_1285,CSE,E2
RO221286,Student_1286,CSE,E2
RO221287,Student_1287,CSE,E2
RO221288,Student_1288,CSE,E2
RO221289,Student_1289,CSE,E2
RO221290,Student_1290,CSE,E2
RO221291,Student_1291,CSE,E2
RO221292,Student_1292,CSE,E2
RO221293,Student_1293,CSE,E2
RO221294,Student_1294,CSE,E2
RO221295,Student_1295,CSE,E2
RO221296,Student_1296,CSE,E2
RO221297,Student_1297,CSE,E2
RO221298,Student_1298,CSE,E2
RO221299,Student_1299,CSE,E2
RO221300,Student_1300,CSE,E2
RO221301,Student_1301,CSE,E2
RO221302,Student_1302,CSE,E2
RO221303,Student_1303,CSE,E2
RO221304,Student_1304,CSE,E2
RO221305,Student_1305,CSE,E2
RO221306,Student_1306,CSE,E2
RO221307,Student_1307,CSE,E2
RO221308,Student_1308,CSE,E2
RO221309,Student_1309,CSE,E2
RO221310,Student_1310,CSE,E2
RO221311,Student_1311,CSE,E2
RO221312,Student_1312,CSE,E2
RO221313,Student_1313,CSE,E2
RO221314,Student_1314,CSE,E2
RO221315,Student_1315,CSE,E2
RO221316,Student_1316,CSE,E2
RO221317,Student_1317,CSE,E2
RO221318,Student_1318,CSE,E2
RO221319,Student_1319,CSE,E2
RO221320,Student_1320,CSE,E2
RO221321,Student_1321,CSE,E2
RO221322,Student_1322,CSE,E2
RO221323,Student_1323,CSE,E2
RO221324,Student_1324,CSE,E2
RO221325,Student_1325,CSE,E2
RO221326,Student_1326,CSE,E2
RO221327,Student_1327,CSE,E2
RO221328,Student_1328,CSE,E2
RO221329,Student_1329,CSE,E2
RO221330,Student_1330,CSE,E2
RO221331,Student_1331,CSE,E2
RO221332,Student_1332,CSE,E2
RO221333,Student_1333,CSE,E2
RO221334,Student_1334,CSE,E2
RO221335,Student_1335,CSE,E2
RO221336,Student_1336,CSE,E2
RO221337,Student_1337,CSE,E2
RO221338,Student_1338,CSE,E2
RO221339,Student_1339,CSE,E2
RO221340,Student_1340,CSE,E2
RO221341,Student_1341,CSE,E2
RO221342,Student_1342,CSE,E2
RO221343,Student_1343,CSE,E2
RO221344,Student_1344,CSE,E2
RO221345,Student_1345,CSE,E2
RO221346,Student_1346,CSE,E2
RO221347,Student_1347,CSE,E2
RO221348,Student_1348,CSE,E2
RO221349,Student_1349,CSE,E2
RO221350,Student_1350,CSE,E2
RO221351,Student_1351,CSE,E2
RO221352,Student_1352,CSE,E2
RO221353,Student_1353,CSE,E2
RO221354,Student_1354,CSE,E2
RO221355,Student_1355,CSE,E2
RO221356,Student_1356,CSE,E2
RO221357,Student_1357,CSE,E2
RO221358,Student_1358,CSE,E2
RO221359,Student_1359,CSE,E2
RO221360,Student_1360,ECE,E2
RO221361,Student_1361,ECE,E2
RO221362,Student_1362,ECE,E2
RO221363,Student_1363,ECE,E2
RO221364,Student_1364,ECE,E2
RO221365,Student_1365,ECE,E2
RO221366,Student_1366,ECE,E2
RO221367,Student_1367,ECE,E2
RO221368,Student_1368,ECE,E2
RO221369,Student_1369,ECE,E2
RO221370,Student_1370,ECE,E2
RO221371,Student_1371,ECE,E2
RO221372,Student_1372,ECE,E2
RO221373,Student_1373,ECE,E2
RO221374,Student_1374,ECE,E2
RO221375,Student_1375,ECE,E2
RO221376,Student_1376,ECE,E2
RO221377,Student_1377,ECE,E2
RO221378,Student_1378,ECE,E2
RO221379,Student_1379,ECE,E2
RO221380,Student_1380,ECE,E2
RO221381,Student_1381,ECE,E2
RO221382,Student_1382,ECE,E2
RO221383,Student_1383,ECE,E2
RO221384,Student_1384,ECE,E2
RO221385,Student_1385,ECE,E2
RO221386,Student_1386,ECE,E2
RO221387,Student_1387,ECE,E2
RO221388,Student_1388,ECE,E2
RO221389,Student_1389,ECE,E2
RO221390,Student_1390,ECE,E2
RO221391,Student_1391,ECE,E2
RO221392,Student_1392,ECE,E2
RO221393,Student_1393,ECE,E2
RO221394,Student_1394,ECE,E2
RO221395,Student_1395,ECE,E2
RO221396,Student_1396,ECE,E2
RO221397,Student_1397,ECE,E2
RO221398,Student_1398,ECE,E2
RO221399,Student_1399,ECE,E2
RO221400,Student_1400,ECE,E2
RO221401,Student_1401,ECE,E2
RO221402,Student_1402,ECE,E2
RO221403,Student_1403,ECE,E2
RO221404,Student_1404,ECE,E2
RO221405,Student_1405,ECE,E2
RO221406,Student_1406,ECE,E2
RO221407,Student_1407,ECE,E2
RO221408,Student_1408,ECE,E2
RO221409,Student_1409,ECE,E2
RO221410,Student_1410,ECE,E2
RO221411,Student_1411,ECE,E2
RO221412,Student_1412,ECE,E2
RO221413,Student_1413,ECE,E2
RO221414,Student_1414,ECE,E2
RO221415,Student_1415,ECE,E2
RO221416,Student_1416,ECE,E2
RO221417,Student_1417,ECE,E2
RO221418,Student_1418,ECE,E2
RO221419,Student_1419,ECE,E2
RO221420,Student_1420,ECE,E2
RO221421,Student_1421,ECE,E2
RO221422,Student_1422,ECE,E2
RO221423,Student_1423,ECE,E2
RO221424,Student_1424,ECE,E2
RO221425,Student_1425,ECE,E2
RO221426,Student_1426,ECE,E2
RO221427,Student_1427,ECE,E2
RO221428,Student_1428,ECE,E2
RO221429,Student_1429,ECE,E2
RO221430,Student_1430,ECE,E2
RO221431,Student_1431,ECE,E2
RO221432,Student_1432,ECE,E2
RO221433,Student_1433,ECE,E2
RO221434,Student_1434,ECE,E2
RO221435,Student_1435,ECE,E2
RO221436,Student_1436,ECE,E2
RO221437,Student_1437,ECE,E2
RO221438,Student_1438,ECE,E2
RO221439,Student_1439,ECE,E2
RO221440,Student_1440,ECE,E2
RO221441,Student_1441,ECE,E2
RO221442,Student_1442,ECE,E2
RO221443,Student_1443,ECE,E2
RO221444,Student_1444,ECE,E2
RO221445,Student_1445,ECE,E2
RO221446,Student_1446,ECE,E2
RO221447,Student_1447,ECE,E2
RO221448,Student_1448,ECE,E2
RO221449,Student_1449,ECE,E2
RO221450,Student_1450,ECE,E2
RO221451,Student_1451,ECE,E2
RO221452,Student_1452,ECE,E2
RO221453,Student_1453,ECE,E2
RO221454,Student_1454,ECE,E2
RO221455,Student_1455,ECE,E2
RO221456,Student_1456,ECE,E2
RO221457,Student_1457,ECE,E2
RO221458,Student_1458,ECE,E2
RO221459,Student_1459,ECE,E2
RO221460,Student_1460,ECE,E2
RO221461,Student_1461,ECE,E2
RO221462,Student_1462,ECE,E2
RO221463,Student_1463,ECE,E2
RO221464,Student_1464,ECE,E2
RO221465,Student_1465,ECE,E2
RO221466,Student_1466,ECE,E2
RO221467,Student_1467,ECE,E2
RO221468,Student_1468,ECE,E2
RO221469,Student_1469,ECE,E2
RO221470,Student_1470,ECE,E2
RO221471,Student_1471,ECE,E2
RO221472,Student_1472,ECE,E2
RO221473,Student_1473,ECE,E2
RO221474,Student_1474,ECE,E2
RO221475,Student_1475,ECE,E2
RO221476,Student_1476,ECE,E2
RO221477,Student_1477,ECE,E2
RO221478,Student_1478,ECE,E2
RO221479,Student_1479,ECE,E2
RO221480,Student_1480,ECE,E2
RO221481,Student_1481,ECE,E2
RO221482,Student_1482,ECE,E2
RO221483,Student_1483,ECE,E2
RO221484,Student_1484,ECE,E2
RO221485,Student_1485,ECE,E2
RO221486,Student_1486,ECE,E2
RO221487,Student_1487,ECE,E2
RO221488,Student_1488,ECE,E2
RO221489,Student_1489,ECE,E2
RO221490,Student_1490,ECE,E2
RO221491,Student_1491,ECE,E2
RO221492,Student_1492,ECE,E2
RO221493,Student_1493,ECE,E2
RO221494,Student_1494,ECE,E2
RO221495,Student_1495,ECE,E2
RO221496,Student_1496,ECE,E2
RO221497,Student_1497,ECE,E2
RO221498,Student_1498,ECE,E2
RO221499,Student_1499,ECE,E2
RO221500,Student_1500,ECE,E2
RO221501,Student_1501,ECE,E2
RO221502,Student_1502,ECE,E2
RO221503,Student_1503,ECE,E2
RO221504,Student_1504,ECE,E2
RO221505,Student_1505,ECE,E2
RO221506,Student_1506,ECE,E2
RO221507,Student_1507,ECE,E2
RO221508,Student_1508,ECE,E2
RO221509,Student_1509,ECE,E2
RO221510,Student_1510,ECE,E2
RO221511,Student_1511,ECE,E2
RO221512,Student_1512,ECE,E2
RO221513,Student_1513,ECE,E2
RO221514,Student_1514,ECE,E2
RO221515,Student_1515,ECE,E2
RO221516,Student_1516,ECE,E2
RO221517,Student_1517,ECE,E2
RO221518,Student_1518,ECE,E2
RO221519,Student_1519,ECE,E2
RO221520,Student_1520,ECE,E2
RO221521,Student_1521,ECE,E2
RO221522,Student_1522,ECE,E2
RO221523,Student_1523,ECE,E2
RO221524,Student_1524,ECE,E2
RO221525,Student_1525,ECE,E2
RO221526,Student_1526,ECE,E2
RO221527,Student_1527,ECE,E2
RO221528,Student_1528,ECE,E2
RO221529,Student_1529,ECE,E2
RO221530,Student_1530,ECE,E2
RO221531,Student_1531,ECE,E2
RO221532,Student_1532,ECE,E2
RO221533,Student_1533,ECE,E2
RO221534,Student_1534,ECE,E2
RO221535,Student_1535,ECE,E2
RO221536,Student_1536,ECE,E2
